Name,HighestDegree,Division,DivisionAddress,PersonalAddress,Email,PhoneNumber,Department,JobTitle,JobDescription,Salary,Birthdate,SocialSecurity
jOHN hErriNG,MS,,,"86669 shEryL cAnyoN
pORt KeViNBurY, co 07544",jOHN_HErrINg%klB.coM,001-790-246-3929,Engineering,eNGineeR LeVeL 1&,"woRkS ON technIcAL pROJeCTs, eNsuReS CoMplIAncE WitH SAFETy StANdARds, anD PRovides ENgiNEErIng SOLUtioNs aS eNgINeER LeveL 1.",104337.94,04.12.1984,550 58 88689
RAcHEl hUnT,AB,South Division,"456 SoutH aVe, auSTIn, tx 73301",,RACHeL_huNt@klB.cOM,001-736-405-1103x53583,Operations,OPERaTIOns assOciATE LeVel 3,"PErForMs pRoDucTIoN And OPERatIonAL taSKs WithiN tHE souTH DIvISIoN, ENsURING QUALity aND effIcIenCy iN PrOCEsseS.$",28147.25,,514/08/085
rAYmoNd salINAs,AB,,"123 norTH sT, sprINgField, Il 62701&","231 RODrIgUEZ run
wESt WILlIaM, nd 18004",raYmONd_saLInaS%kLb.com,+1-484-742-7180x45591,Operations,opeRATIoNS asSociAte LEVEl 6%,"pErForMs PRoDUctIoN AnD OpeRatIoNaL tASks withIn thE noRTH DivIsIon, eNSUrInG QuaLIty ANd eFFIcIeNcy In prOCesSEs.$",39369.77,10-1976-14,166-14-7822
JohNAtHAn miLler@,,West Division,,"21553 lEE dIVIDe
laURAvILlE, ut 70259",JOhnAThAN_miller@KLb.cOm,(834)747-6666x0375,Engineering,EnGInEeR lEVEl 1$,"WORks on TEcHnICAL PROJECTS, EnSURes COmpLiANce WIth saFeTY sTandaRDs, anD PROvides eNGINEerIng soluTIONs as eNgINEER LEVel 1.$",117187.04,11-6-1983,150 95 5243
Emma rILEY%,MS,South Division,"456 soUtH Ave, ausTIn, TX 73301*","0113 RusselL cuRVe
sTevEnsFUrt, mI 57997*",EMmA_RILeY@kLB.COm,215-208-8442x29630,Engineering,engineer LEVeL 1%,"WorKS on tEchnIcal pRojECTs, eNSUREs cOMpLIanCe WiTh SafETy staNdarDs, AND ProVIdes enGineerInG SOLuTIONS AS engINEER lEVEL 1.$",88319.58,14/1978/1,
MaRiE mITCHElL#,HS,West Division,"101 wEst DR, SacRaMENto, Ca 94203!","90972 Avery viLlAge
sOUth caiTLinFUrT, tn 53537",maRIE_miTcHELl@Klb..COM,770.704.4406x1858,Operations,,"PeRFOrMs pROduCTIOn AND opeRatIoNAL tASKS WIthIn ThE WeST dIvIsion, eNsuRing QUalIty AnD EffICIEncY In procESSEs.",31592.58,,001/05/23668
DawN DElgADO,BS,South Division,"456 soutH AVe, AuStIn, tx 73301!","39449 HeatHer caUsEwaY sUItE 973
hiLLbuRgh, ky 66241%",dAWN_DeLgAdO@kLb.coM,+1-609-962-4406x30624,Administrative,SECreTaRY Level 4,"pRoviDeS adMiniStraTiVE sUpport wItHIn ThE sOUTH DiViSion, ASSiStINg WiTh sChEDUlING, dOcUMentaTIoN, and coMmunicAtIOn tASKs.%",,1985.07.19,100-29-368&
bRAndOn Martin^,HS,South Division,"456 soutH ave, AusTIn, Tx 73301","181 sTePhAnIE PlAINs APt. 983
shAwTOWN, De 86779",brAnDoN_maRTIN%Klb.coM,+1-720-843-3971,Administrative,sECReTary LEVel 1,"ProvIdES AdmINistrAtIve SuppORT WitHin ThE south DIVisiOn, ASSisTING WITh sCHeDuLinG, doCuMENTATioN, And cOmmuNiCaTioN Tasks.&",35038.75,17.1966.12,
MiChElLE BrYant@,GED,East Division,"789 eAst bLvD, alBanY, NY 12201$","706 DEnnIs corneR
KuRtBeRg, In 16378",mIChEllE_bRyANt!Klb.COm,+1-238-314-8547,Operations,OPERaTions assOCiATe leveL 5%,"PerFOrmS PRODuctiOn AND oPeratIoNAL tAsks WithIN THE EAst DivisION, eNSuRIng qUAlIty And EffIcIENcy iN PrOceSSeS.%",,1980/01/02,554/98/411
jOhn bATeS,CTE,North Division,"123 nOrth ST, sprIngfield, iL 62701&","89059 SmiTh trAck SUitE 281
dANIeLsFURt, FL 43932",joHn_bates!kLb..coM,772.310.8727x410,,oPERaTiOnS AssoCIatE LEvEL 2,"PERFoRMS ProdUctIOn AND OpeRATioNAL taSKS WIThIn the NORTH DiVISIon, ensURIng quaLiTY AnD EFfICieNcY in PRoCessEs.$",29888.35,1992.9.14,759-59-93816
patRiCK mCcLAiN,MA,Central Division,"202 maIN st, COLuMbUs, oH 43085","12143 riCHArDsON spur APT. 212
SOUTH lAuRa, tX 79134",pAtrick_MCClain!kLb.cOm,(792)242-6508x926,,OpERatiONS LEaD level 3,"EnSURES SmOoTH DaIly oPERATiONS, ManageS ResoURce alloCAtiON, ANd rESoLvEs WorKflow cHALlEnGeS As oPeRaTioNs LEAD lEVEL 3.",97166.82,27-03-1982,163 20 290$
mElANiE MArTiN*,GED,East Division,"789 eAsT BLVD, ALbaNY, ny 12201","11405 jaIMe pine
lake CrysTalStAd, al 99545",mElanie_MaRtIn#KLB..cOm,544.920.1788x270,Operations,opERaTIoNS aSSOcIatE leVel 8,"PErFoRms prOduCTIoN ANd OPERAtiOnAL taSKS wIthIN ThE EAsT DiViSion, EnSuriNG QUAlitY And eFFicieNCy in ProcEssEs.&",38717.65,1-6-1995,
SheLbY dEAN,CTE,East Division,"789 eAst BLvd, AlBaNy, Ny 12201$","30850 lAuRiE LoDgE APt. 780
nORTH PaMelA, DE 63306^",shELBy_dean%KLB.Com,684.375.0793x31676,Operations,operATiONs AssociaTe LEvel 5,"PerfOrMS PrOduCTiON And OpeRatiOnAL tASks wITHiN tHe east DiVisION, ENSurinG QualitY anD eFFiCIencY In PRoCesseS.&",38926.72,1992-09-16,749/60/06964
jOSHuA LucERO,HS,South Division,"456 sOUth Ave, aUsTin, TX 73301","5295 ShElIA LODGe
mONRoEToN, ca 25790",joShUA_LucERo!KLB..coM,001-282-641-2704x93862,Administrative,SecReTAry LEVeL 4,"prOViDES adMInIsTrATiVE suppOrt WiTHiN ThE SoUTh divISIon, AssISTinG wiTH sChEDULiNG, DoCuMENtATioN, anD cOMmUniCATIoN tASKS.#",40413.56,,575/45/19294!
PAIGE AllEN%,HS,,"202 MaiN ST, ColUMbuS, oH 43085%","5884 BENnett KeY
east JohnnYFURT, al 61505",PaiGE_alLen#Klb.CoM,+1-754-247-3342x63342,Operations,Operations aSSOciaTE LEVEl 5^,"PErFoRMS pROdUctiOn anD operaTIONAl TAsKS WitHiN thE cenTRaL DIVisION, ENSURiNG QUALITY aNd eFfiCiEncY In PROCESsES.*",35795.7,1991/7/14,106 37 78614
rHOnDa bOyLe,CTE,East Division,"789 eASt BlVD, ALBaNY, NY 12201*","UnIt 6753 bOX 6248
DPo ap 58152#",RhoNDA_BOYLe@klB..Com,848.256.1287x49917,Operations,OPeRatIonS aSsoCIate LEVEL 1#,"PERFoRmS PrODucTion And OPerAtIonaL TasKs WITHIn tHe EASt dIvISIon, eNsuRiNG quaLity And EFfiCIEncY in ProCEsSeS.",29515.16,,442/25/5195
tIfFANY wElls,PhD,East Division,"789 eAst BlVD, aLBaNy, NY 12201#","9865 FolEY FoRkS APt. 850
racHELPoRT, DE 32615@",TIFFaNy_WELlS%klB..COM,+1-391-372-1825,Engineering,eNGinEer levEL 1*,"WorKs On teChNical PROJectS, ENSUReS cOMPLIANCe wITH sAfEty staNdARdS, aND proVIdEs engineeRinG SolutioNS As enginEeR LEvEl 1.",91259.97,9/1976/10,
BarbARa cABRERA,,East Division,"789 eAST Blvd, alBAny, NY 12201^","415 VIcKiE cLub apt. 222
nEW matthEwSTAD, Ar 22588$",bARbarA_CAbrERa@KLb..CoM,(571)597-5609,,oPerATIOns ASSociATe leVel 1#,"PERfOrMs PrOdUCTiOn aNd oPERATIOnAL TaSks WIThin the EAsT DiVisION, eNSuRing QUalitY and efFiCIENCY IN pRoCEsses.",29619.01,1999.09.22,459 32 284$
mAtthew CohEN,,West Division,"101 wesT dr, sACraMENTo, cA 94203#","602 JeRrY lIghtS
HeRnAnDEzBUrGH, MD 51973",mattHew_cOhEN@klB..COm,925.411.5026x43766,,,"worKs On teChNICaL pROjECTs, EnSUrEs compLIANCe With sAfEtY stANdaRDS, and prOVidEs EnginEeRIng SOlUtioNs as ENGInEEr LevEl 1.%",116596.99,12/1975/9,567 79 25579#
EmMa kNIght,CTE,South Division,"456 SoUth AvE, AusTiN, tx 73301$","638 GArREtt cAMp suiTE 792
aRnOlDVIew, NY 31561",eMMA_kNIghT@klB..CoM,751.960.6140x3519,Operations,oPERATIOnS ASsOcIate lEvEL 2,"PERFormS pROdUCtioN aND opeRATIonaL tAsKs WIthiN ThE SouTh DIviSIon, ENSUriNg QualIty anD EFFiCIeNCY iN ProceSsES.$",29796.3,30.12.1983,
vaLEriE COlEmAn%,CTE,West Division,"101 WEst dR, SAcRamEnTo, ca 94203","804 PeTeRsON VIllAgES APT. 109
hARDybErG, Nm 28943%",VaLERIe_coLEmAn@kLB..cOm,663.747.3711,Operations,oPeRaTiOns asSoCIaTe LevEL 2&,"pErFoRms proDUCtiOn And oPEraTIONAL tASkS withiN tHE WesT divisioN, ensurInG QuALITy AND EFFICiENcy in pRoCeSsES.",29095.85,1974.08.25,675/85/26553
kayLeE wIllIams,BS,East Division,"789 eAST BlvD, AlbANY, nY 12201#","8620 owEn COvES
SoutH ANGEla, WI 14349",KAYLEe_WilLiamS@kLB..cOM,537-567-3179,Operations,operATIONS AsSociAtE lEVEl 4,"perFormS prodUctiON And oPerATiOnAl taSKS WiTHiN THe EAsT diViSion, EnsURIng quALitY AnD eFFICieNcy iN proCESSES.&",29348.09,,
rYAn LOZANO!,HS,North Division,"123 NORtH st, SprINgfiELD, IL 62701*","5536 TylEr uniONs SUite 665
CHrIsTineton, ga 87363*",RYan_lOzanO@KLb..com,444.823.8162,Operations,OpeRAtIonS ASSOciATE level 3!,"perfOrms pROdUcTiOn anD oPERatioNaL tAskS withIN tHe NoRth divIsioN, eNsuRinG QuaLITy And EFFICienCy in PrOCeSSEs.%",28137.93,1998/2/4,276/66/507
lYNn beNnetT,HS,North Division,"123 NOrtH sT, SprINGFiELd, iL 62701","00219 bUTLer VaLLEy SUiTE 232
ALExaNdrACHeSTEr, Ia 23379",lYNn_bENnetT!klB.coM,+1-509-527-9145x608,Administrative,SecreTARy levEL 6,"pRovidEs adMINiStRATiVe SUPport wITHin tHe NoRTh DIViSiON, ASsIsTiNG With ScHeDuliNG, DocuMeNTaTIoN, anD cOMmuNiCaTIOn TaSkS.@",45082.58,23/11/1971,543/13/5930
EMilY SHoRt^,GED,,"101 WesT DR, SACrAmEnTO, cA 94203*",,eMIly_sHOrT!klb..COm,+1-239-808-5357x140,Operations,opERAtioNS AsSOcIatE LeveL 2,"pERforms PROdUCtIoN AnD OpeRAtionaL TaskS WitHiN thE WEst dIVIsiOn, enSuRINg QuAliTY And eFFicieNcy IN ProcEsSeS.",30398.22,03/11/1988,
mARtin hOwarD@,HS,Central Division,"202 MAIn ST, coluMbuS, Oh 43085@","875 robeRson rAmp APT. 910
WeSt eMiLYMoUTh, IA 93716",maRtiN_HOWARD%kLB.cOM,+1-477-870-0128x26506,Operations,OpERATIoNS AsSOCiATE LeVel 10#,"pERforms prOdUCtiOn anD opERAtioNAl TaSKs withIN THe cenTral DIVisIoN, eNSUring QuAliTy AND eFficiEncy in ProcESseS.",35649.55,,759-95-1315
CyNtHIa dONaldsOn,GED,East Division,"789 eAST BLVD, aLbAnY, NY 12201$","268 joHN GLeN sUiTe 219
nOrTh ROBeRt, In 65463",cyNthia_dOnaldSoN@kLB.coM,8936087652,Operations,oPeRaTIons AsSoCIAtE levEl 4%,"peRfOrms pRoductION AnD opERATioNAL taSks WithIn THE eaST diVISiON, ENsurIng quAlITy anD eFfIciENcy IN pROCESsEs.",33208.71,25-1994-01,770 53 06764#
jOsEph fErGusoN$,HS,West Division,,,JoSEpH_ferguson@kLB.cOm,001-265-365-9888x054,Operations,oPeRatiONs asSOCiAtE LevEl 2,"PErFOrMs pRODUCtion aND OPERatIoNaL TAsks WitHIn THE wEsT DivIsIoN, ENsuRING QuaLiTY And EfFicIeNCy IN prOCEsSEs.&",30686.52,1975.4.22,206-72-31482^
eRIKA BeRg,,Central Division,"202 mAiN sT, cOLumBuS, oh 43085*","325 RobiNSON gROVe
Bruceshire, cT 96099",eRiKa_bERG@KLB.COm,+1-215-974-0609x72960,Operations,oPeratIoNS ASSOCIatE LevEL 1,"pErFORmS pRoduCtIoN aNd oPeraTiOnAl TASKS witHIn THe cENtRal dIviSion, eNSURINg quaLITy anD effiCIENCY IN ProceSsES.",32061.11,,156 27 5314
MICheLlE BOyD,AB,Central Division,"202 mAiN ST, CoLUmBuS, oh 43085",,mIchellE_BoyD@KLB.COM,001-506-564-1290x094,Operations,opeRaTiOns aSsoCIaTE LeVEL 7%,"perFORMS PRodUcTION aNd operatIOnaL taSKS within the CenTraL DIVISiOn, ENSUrInG QuALITy AnD EFfIciENcY in PRoCeSSEs.",32337.78,10/1975/12,539-89-3103#
MIChElLE BAiley,BS,Central Division,"202 MAIN st, columbUS, Oh 43085&","9045 reBEKAh StaTIoN
NorTH HEAtHERTOwn, nE 93079*",MIcHElLe_bAiley#Klb.com,593-927-3556,Operations,,"PErFoRmS pROdUcTIoN aND operatiONAl taSks wIthIN thE cEnTral diVIsIoN, ensURInG QuALiTy aNd efFicIENCy in ProceSSEs.*",37871.93,1989/7/20,596/86/5890$
KaRa sUmmers,BA,Central Division,"202 MaIn St, COluMBUs, oH 43085","6871 RaNDOLpH GleNs
OchoaborOUGh, wy 75085$",KarA_SUMMErs@Klb.cOM,+1-653-215-5664x239,Administrative,sECrETaRY lEVEL 4*,"ProVIDES aDmINistrative suPporT WithIn thE CENTRAl DIvIsiON, aSSiSTing WitH scHeDuliNg, dOcUMEntATion, And ComMuNICaTioN taskS.",,1974-04-13,642/49/95584&
CHRIStiNA herRerA^,BA,North Division,"123 NOrTH sT, SpriNgfield, IL 62701#","39718 SToKES moTORwAy Apt. 867
nEw StEvEnpOrt, Va 03354",ChrISTiNa_HerreRa#klb..CoM,(940)239-1065x1801,,seCREtaRY LeVel 2,,,08-1983-06,
dAniElLE SChRoEDEr%,BS,North Division,"123 North ST, sPrINgFiEld, il 62701","20724 garCIA SprINgS
WEST RyanBurgH, in 07314",danieLLE_SchRoEder%KLb.coM,001-667-380-1946x701,Operations,,"PERFORMS PRoDuCtion aND operaTionaL tASkS WithIn tHE NoRth dIVisION, ENSURinG quALitY anD EFfIcIeNCy In pRocesSEs.&",36052.08,1979-2-19,575-01-4184
DaniEllE ERiCkSoN,AB,Central Division,"202 mAIN st, coLUmBuS, oh 43085&","106 BennEtt ALlEy SuiTe 574
SmiTHsHIRE, as 93625$",DanIeLle_eRiCksON@KlB..coM,001-210-722-0327x39080,Operations,operATioNS asSOCIaTe LEvEl 1,"PerFOrMS PrOduCtioN aNd OpeRatiONAl tAsKS WitHin tHe CEntRaL DIvISIoN, eNsURIng qUALiTY aNd efFiCIENcY iN ProcESSes.^",32274.38,1988.8.15,
JErrY COlE DDs!,AB,Central Division,"202 mAIn sT, COluMbUS, Oh 43085","06888 wHItE freeWaY Apt. 612
sOUTh cArriE, LA 32345!",JerrY_COLE_dDS#kLB.com,(990)659-5772x9156,HR,Hr sPEciALIST 3$,"mAnaGeS RecRUiTment AnD ONBOardinG, sUpPorTs EmpLoYeE RelATIoNS, AND MAINtAins CoMPlIanCe wItH labOr laWs AS SpEciaLiSt 3.!",37591.93,1985.02.02,305-92-93140
coREY tHoMpSON,AB,South Division,"456 SOutH AVE, AuStin, tx 73301","673 jESsIcA tRAfFICWAY aPt. 176
SMIthBuRgH, nV 80740$",CoRey_tHoMpson@Klb..cOM,726-815-4098,Operations,OPERaTioNs AsSociaTe LevEL 1,,34912.97,7-1974-18,006 30 9665
KENT bLack,GED,North Division,"123 noRTh ST, SprIngfIELd, il 62701*","6863 VALenZueLa SHoALs SuitE 964
eAST aNtHONY, As 74922",kent_bLacK@KlB..cOm,001-992-755-8300x35808,Operations,OpeRAtIons ASsOCiaTE lEVeL 4%,"pERFoRms pRODuCTiON and OpERATioNaL tASKs wiThiN THE nOrTH DIVIsioN, eNSURING QUaliTY AND EFficieNcy In PRocESsEs.@",30039.49,7/5/1996,642 32 41612
MARCia sMIth,AB,North Division,"123 NOrtH ST, sPRInGfiElD, IL 62701*","1448 waNg CrEScent sUitE 569
PoRt grEGoRyMoUth, mP 44795",maRciA_sMIth%Klb.COM,+1-677-702-7278x57608,Administrative,SECReTaRY LEVEL 5$,"provIdES aDminiSTRATIVE SuPporT WiThIn tHE noRTh diviSiOn, aSSiSTiNg with schEDulINg, DOCUmeNtatiON, aND cOmmunicATiON tAskS.^",42644.66,2001-9-5,549-03-3413$
tIFFaNY vAsqUEZ,BA,East Division,"789 eaSt BLvD, albanY, Ny 12201","13009 wHite PLace SUitE 766
tYLeRboroUgh, dE 74066",TIfFANy_vasQUeZ@kLb.COM,,Administrative,,"prOVIDeS ADMiNiStRATIVe SupPort wITHiN THE eASt DIvIsIOn, AsSIstinG WitH scHeDuLIng, dOCumeNtaTioN, anD coMmuNICaTIon tAsks.$",38306.87,1993/15/8,843 20 1294#
MElIsSa gREeN,AB,West Division,"101 weST dr, SAcRAMeNTO, Ca 94203!","8783 CHELsea FORk
pOrT TImoThy, tn 59124",,2243419486,Operations,opERATIons assOcIaTE LevEL 3#,"PerfoRmS pRoDUCtION AND OPEratIonal taSKS wIthin the WeST DiVIsiON, enSuring quality and EFficiEnCY IN pROCeSses.",28031.29,1976-11-7,790/96/41013
STEVEn FReemAN,HS,East Division,"789 EasT BLvd, AlbanY, NY 12201$","68930 jENNiFeR RoUTe apt. 872
LaKE joEL, KS 97408%",StEVeN_FrEeMAN!klb..com,2282048242,Operations,opeRATIOns aSSOciAtE LeveL 8,"PERFORMs prOdUCTion anD OpeRatIoNAl taSKS within THE eaST DIvISiON, enSURING qualITY aNd EfFiCienCY IN proCESses.",38719.95,1976.29.8,720 46 709
hAYDEn AVILA,CTE,North Division,"123 NorTh sT, spriNgfIeld, il 62701","65514 thOMPSoN WELLs
pORT AaronSIDe, NY 71563",,001-787-764-1437x7222,Operations,OpErAtiONS asSOCIAte LEVeL 6,"PerfORMS Production and oPErAtiONAl tasKS wIthiN THE NortH DiViSiON, ENsUriNg quALItY ANd EfFicieNCy in prOcEsSEs.",31496.51,1998-02-19,808 75 31120
KimBErLy WeBstEr,AB,West Division,"101 wESt dR, SacRamEnTO, ca 94203","342 vAlDEz wALks
wEst AAron, NE 88758#",kImBErlY_wEBStER@klB..CoM,,Administrative,sECREtarY leveL 5,"proVIDES ADmInIsTRATivE sUPPOrt WiTHIn tHe WEst diVisIOn, AssIstiNG WitH scHeDULIng, dOCUMENtATIOn, aND coMmuNIcatIon TAsks.&",48730.02,1981/05/30,214/61/6078$
joSe suTTon,GED,North Division,"123 NorTh ST, SPRinGfIEld, Il 62701!","4237 BrIaNNa ramP suITE 704
WeST MArilyNMoUTh, Pw 71347!",JOSe_SutTOn@klb..COm,+1-761-236-4323,Operations,oPERAtIons asSociaTe LEvel 6@,"pERFormS pRodUctiON AND oPeRATIONaL taSKs WitHin ThE NORth DiVISiON, eNSuRiNg QUaLITy ANd EfFIcieNcY iN pROCesSeS.",,1996.01.07,249-17-82875
KAtrIna HaRmon#,AB,Central Division,"202 mAIN St, COLumBUs, Oh 43085","35077 wiLcOX lock
fOlEYtON, wV 08893",KAtrInA_haRmoN@klB..cOM,+1-477-585-2002x2983,Operations,OPERaTions asSOcIaTE lEvEl 9*,"peRfORMS prODUcTIoN ANd OPeRATIoNAl TASks withIN THE CENTrAl dIVISIon, eNsURinG QUaLiTy ANd EFFIcIENCy In PROCESSes.^",43553.6,,745-62-4368
LanCE GriFFin,AB,West Division,"101 WEst dr, sAcrAMEntO, cA 94203@","pSc 5785, boX 6078
APO Aa 90604",lanCe_GriffiN#kLB..CoM,657-636-2283,Operations,OpeRatIONs asSoCIatE LevEL 4@,"PERfoRmS PRoDucTION AND oPeraTionAl tAsKs wiThIN ThE wesT DIvisiON, ENsuRINg quaLItY AND efFIcienCY In ProCeSSes.",37533.3,20.12.1984,303-71-43761
shANE kliNE&,GED,West Division,"101 wEsT dR, SacRAmeNTO, cA 94203","9015 BUcKLey canyON Apt. 346
colLEENViEW, CA 25098",sHaNe_KlINE%KlB.cOm,436-584-4298x8924,Operations,opERatIons ASSOciATE lEveL 7,"PerforMs PRODucTiON AND opERAtioNAL TASks wiTHin THe weSt DiviSiOn, enSURING QUALITy aND efFIcIENcy IN PRoCeSseS.",40527.2,1990/12/09,338 74 75224
kENNETh TUrNeR,BS,South Division,"456 SOuTh aVe, ausTiN, tx 73301^","23423 DOUgLaS FORD
nEw sHArONMoutH, pw 83411^",,6124682133,Operations,opErAtioNS aSsOcIAte lEVEl 5#,"PeRFOrmS PRoductiON aNd oPerAtionAl TaSKs WitHin ThE SOUth dIviSIon, enSUriNg QualITY and efFiCiENCY iN ProCESseS.",,19/01/1982,463 33 366&
KevIN VIlLa#,AB,Central Division,,"Psc 5804, BOx 5437
aPo ap 64028",kEVin_ViLla@kLB.COm,855-667-0538x1089,Operations,OPERatIonS asSoCIAtE lEveL 6,"pErfOrMs prodUcTion AnD opERaTiOnaL TASkS WithIN The CeNTRAl diViSioN, ensURING qUalITY and efFICiENCy IN PrOCesses.",31031.98,2003-10-17,021-93-846
jAsMine hODGeS,,,"101 weSt DR, SaCRAMENTo, CA 94203$","585 wooDaRD VistA
coxPOrt, OK 17113",jAsmine_hOdGes#Klb..com,001-609-447-5392,Operations,opERAtIons aSsOCiAte leVEL 2,"pERfORMS PRoDUctIon anD OpEraTiONal tAsKS WIThIn tHE wEst DIvIsIoN, EnsurinG QuAlITY And eFfICIenCy IN proCEsseS.%",34576.21,1984/10/15,490-81-767!
CHriStiNa WIlkiNS@,AB,North Division,"123 nOrtH sT, sprIngfIeLD, Il 62701","pSc 3360, bOX 5743
APO aE 13917^",ChristinA_WiLkiNs@kLB.COM,001-311-854-9599x2917,Operations,OPerATioNS AssocIAtE lEvEL 2$,"PerfOrms PrODUCtioN and OPErATionAl taskS WItHIN THe north DiVISIOn, eNsURinG QuAlIty aND EFfiCIEnCy iN PrOCeSSes.#",30053.8,10/2/1972,617 09 385
weNDY davIDSON,MS,South Division,"456 SoUTh aVE, AusTIN, tx 73301#","61905 HaYeS maNOr suIte 861
joHNBuRgh, AR 96016",,+1-576-870-4713,Operations,OPERaTIOnS LEAd leVEl 1,"EnsureS SmOOth DaIly OPERATioNs, manAgeS REsOurcE alLocaTiOn, aNd resOlves WoRkflOW CHALlENGES aS oPerations LEAD LEVEl 1.",92796.17,1/12/1974,831 23 134
DANNY aTKINs dDS@,CTE,South Division,"456 SoUTh AVe, AUstIn, Tx 73301","511 rObErT ParKWAys
eASt kriSTa, VI 58678",daNNY_atkInS_ddS@kLB.Com,001-743-301-7199x106,Operations,opErATIONs AsSoCiate levEl 7@,"PERFOrms PrOdUctION aND oPerATiONAl TAsKS wItHin THE souTH DIvisION, ENSURING QUalitY AND EFFiCIENCY iN pROCeSSES.%",37677.89,11.12.2000,748 39 5579%
nICOLe PATToN*,AB,North Division,"123 noRtH ST, SpRiNGfiEld, IL 62701","PSc 3932, bOx 5012
ApO ap 36857$",nIcOle_PatTon!kLB.COm,001-355-328-9389,Administrative,SECREtARY LEVel 6,"pRovIDES AdmINiStRAtivE SUpporT wiTHiN tHe NoRtH divISiOn, AsSisTING wITH sChEduling, documeNtATION, anD coMMUnICatIon TaSks.",,,542-28-313@
HoLlY GrIFFIn,HS,,"123 NOrtH ST, sPrInGfiEld, iL 62701$","490 RuIZ PaRkS
jaMeSbERg, Vt 65511#",holly_grIFfIn@klB.CoM,,Operations,OPeratIoNs aSSoCIATE LeveL 1,"PeRfOrmS PRoductION AND OPeRaTIoNAl TAsKS witHin thE noRtH dIvIsioN, EnSUriNg qUALitY aNd EffiCIeNcY iN pRocESsES.@",33468.79,11/1985/11,102 62 173
gabRIeLla SChMitT,,South Division,"456 sOuth AvE, austin, Tx 73301","8132 WiLLIam BrIDGe
easT CHriStInAsTad, mI 66301$",,645-373-5264x071,Operations,OpeRations ASsOciaTE LEVEL 1,"PErfOrmS prODuctION aNd OPErAtIoNAl TAsKs Within the sOUtH DiVisIOn, ensuring quaLITY aND EfficIEncy in PRoCEssEs.",31377.54,1982-5-8,111-06-43377
DAvid WilkiNS,AB,North Division,"123 NortH sT, SpRInGfield, IL 62701","351 wHeeleR GrOVeS sUIte 719
EaST sTaCY, nM 19255#",dAviD_WIlkINs!KLB..cOm,294.975.1103x020,HR,hr SpEciAList 1,,36681.73,12/20/1994,
MIKE MeNDOzA,AB,,"101 wesT dR, sACRAmEnTo, CA 94203&","9123 WaRD TraffIcWaY
nEW clInToNMOUth, ND 60175^",mIKE_mEndOZA@klb.COM,371.286.9159x52104,HR,Hr sPecIAlist 2&,"manAgeS ReCRUItMEnT And oNbOaRDiNg, sUppOrtS empLoyEe ReLAtIoNS, ANd MAIntainS COmPLIANCe WITh LAbor laWS AS SPeciAliSt 2.",,,605-23-8642
LIsa josEPH,BS,North Division,"123 norTH sT, SPriNGFieLD, il 62701#","7223 aNtoNIO trAcK apT. 463
pORT JAMeS, hi 58078^",LIsa_JosePH@KLb.CoM,+1-275-373-6609x656,Administrative,sEcReTArY LeveL 5@,"prOViDEs ADMInIstRaTiVE suPport wIthin tHe NoRTh divISION, aSSISTIng WitH SchEDulInG, DOCuMENTATioN, AnD commUNIcaTion TaSks.",48337.45,,468 06 40260
JOhnnY FolEY,HS,West Division,"101 WEst DR, sACRaMEnTO, cA 94203^","304 nelsON meADOW ApT. 550
hOLlowAYShIre, pa 86416",johnnY_fOlEy@KlB.coM,8062732192,Operations,opeRAtIonS AsSoCiatE level 1@,"PeRfOrMs PRoDUctiON ANd oPEraTioNal TAsks wIthIN tHE weST dIVisiOn, enSuRiNg qUALiTy aNd efficiENCY in PRocESseS.@",34314.46,1984/02/23,387-01-35881
brittAny mack%,HS,West Division,"101 west Dr, SAcRamenTo, CA 94203&","6128 SamaNTha fERRY apt. 828
oRtIzlanD, nc 05646^",brittANy_MaCk@KLB..cOM,506.792.1772x68150,Operations,opEraTIOns aSSOciate LeveL 8$,"PeRFoRmS prOdUCtiOn AnD OPeratIonaL tASKS Within tHE wEsT dIviSiOn, EnSuRing QUaLITy And efFicIenCy in pROcesSES.$",38778.43,1996/12/17,767 85 977
TraVIS HUnteR,CTE,Central Division,"202 maiN st, cOlumBUS, Oh 43085","60214 yU TUrnpIke APT. 206
nEW jefFrEYSTaD, MA 08315",TRAVIS_huNTER@KLb..Com,492-857-7517x84725,Operations,,"pERFOrMS pRodUCTion And oPERatIONal taSKS WiThin thE CenTRal dIVIsiON, EnsuRiNg QUAliTy AND EfFiCIeNcy IN ProCESSeS.",36978.42,1973-9-13,635 36 60770
JESSIca bOWeRS#,CTE,East Division,"789 eASt BlVd, aLbaNY, ny 12201","69221 kIm tURnpIke Apt. 082
PiNeDaHavEN, CO 08408!",jEssicA_bowErS@kLB.COM,643-609-4784x519,Operations,OPERAtIOns asSociaTe level 3!,"pERForMs pROdUCtIon AnD OPERaTiONal tasKS WiThiN ThE eAsT DIVisiOn, ENsurIng quaLitY AND EfficiEncy In pROCessES.&",29189.22,3/1978/3,340 66 441
